role,id,season,end_n,end_rate,end_success
pitcher,24226,2023,78,0.602564,1
pitcher,24226,2024,432,0.465278,0
pitcher,24229,2023,104,0.653846,0
pitcher,24234,2023,191,0.586387,1
pitcher,24234,2024,622,0.496785,0
pitcher,24234,2025,1500,0.500667,0
pitcher,24237,2023,2875,0.457043,1
pitcher,24239,2023,1045,0.520574,1
pitcher,24240,2023,566,0.496466,1
pitcher,24240,2024,2662,0.484598,1
pitcher,24240,2025,4561,0.48257,0
pitcher,24241,2023,385,0.592208,1
pitcher,24241,2024,592,0.550676,0
pitcher,24244,2024,24,0.541667,0
pitcher,24244,2025,84,0.464286,0
pitcher,24246,2023,36,0.666667,1
pitcher,24247,2023,57,0.614035,1
pitcher,24247,2025,207,0.507246,1
pitcher,24248,2023,358,0.765363,0
pitcher,24252,2023,951,0.525762,0
pitcher,24252,2024,2171,0.49977,1
pitcher,24252,2025,3419,0.496636,1
pitcher,24253,2023,187,0.705882,1
pitcher,24254,2023,13,0.692308,1
pitcher,24258,2023,18,0.722222,1
pitcher,24259,2023,121,0.628099,1
pitcher,24262,2023,38,0.684211,1
pitcher,24265,2023,198,0.464646,1
pitcher,24265,2024,1183,0.427726,0
pitcher,24265,2025,2098,0.400381,0
pitcher,24267,2023,12,0.833333,1
pitcher,24267,2024,71,0.507042,0
pitcher,24268,2023,57,0.701754,1
pitcher,24268,2024,130,0.515385,1
pitcher,24268,2025,168,0.517857,1
pitcher,24269,2023,1986,0.55136,1
pitcher,24271,2023,861,0.536585,1
pitcher,24276,2024,80,0.4625,0
pitcher,24277,2023,65,0.384615,0
pitcher,24277,2024,207,0.429952,0
pitcher,24281,2023,16,0.8125,0
pitcher,24281,2024,62,0.580645,1
pitcher,24283,2023,2958,0.565923,1
pitcher,24283,2024,4839,0.563959,0
pitcher,24286,2023,72,0.666667,1
pitcher,24286,2024,748,0.53877,0
pitcher,24286,2025,2562,0.492974,0
pitcher,24293,2023,16,0.75,1
pitcher,24300,2023,1448,0.470994,0
pitcher,24300,2024,4084,0.490451,1
pitcher,24300,2025,6591,0.481869,0
pitcher,24303,2023,1163,0.568358,1
pitcher,24305,2023,1210,0.491736,0
pitcher,24305,2024,4096,0.490479,1
pitcher,24305,2025,4798,0.486453,1
pitcher,24306,2023,1403,0.517463,1
pitcher,24306,2024,2819,0.548421,1
pitcher,24307,2023,1177,0.476636,0
pitcher,24310,2023,1102,0.521779,0
pitcher,24310,2024,2831,0.563758,0
pitcher,24310,2025,4105,0.556882,0
pitcher,24311,2023,34,0.882353,1
pitcher,24313,2023,742,0.490566,0
pitcher,24314,2024,36,0.555556,0
pitcher,24314,2025,412,0.419903,1
pitcher,24317,2025,290,0.441379,1
pitcher,24319,2024,752,0.452128,0
pitcher,24319,2025,1771,0.46358,1
pitcher,24327,2024,2903,0.537031,1
pitcher,24328,2025,1281,0.493365,0
pitcher,24329,2024,315,0.450794,1
pitcher,24329,2025,1160,0.456897,1
pitcher,24333,2024,4,0.5,1
pitcher,24333,2025,18,0.555556,0
pitcher,24334,2024,200,0.435,0
pitcher,24338,2024,55,0.454545,0
pitcher,24339,2024,85,0.494118,0
pitcher,24340,2024,174,0.563218,0
pitcher,24343,2024,863,0.406721,1
pitcher,24343,2025,1124,0.403915,0
pitcher,24344,2024,969,0.552116,1
pitcher,24344,2025,1466,0.529332,0
pitcher,24346,2024,79,0.405063,0
pitcher,24349,2025,270,0.381481,0
pitcher,24355,2024,562,0.419929,0
pitcher,24355,2025,1360,0.429412,1
pitcher,24358,2024,54,0.537037,1
pitcher,24369,2024,75,0.546667,1
pitcher,24369,2025,136,0.529412,0
pitcher,24370,2024,59,0.661017,1
pitcher,24373,2024,130,0.484615,1
pitcher,24373,2025,146,0.472603,1
pitcher,24374,2024,27,0.259259,1
pitcher,24376,2024,218,0.426606,0
pitcher,24376,2025,227,0.427313,0
pitcher,24377,2024,138,0.449275,1
pitcher,24380,2024,36,0.416667,0
pitcher,24387,2024,1002,0.5,0
pitcher,24388,2024,1311,0.44775,1
pitcher,24389,2024,2046,0.474585,1
pitcher,24389,2025,3490,0.480516,1
pitcher,24390,2024,20,0.6,0
pitcher,24391,2024,34,0.352941,0
pitcher,24392,2024,269,0.472119,0
pitcher,24392,2025,1337,0.422588,0
pitcher,24394,2025,54,0.537037,0
pitcher,24398,2024,111,0.504505,1
pitcher,24399,2024,326,0.404908,1
pitcher,24399,2025,345,0.414493,0
pitcher,24401,2025,359,0.465181,1
pitcher,24410,2024,2796,0.523247,0
pitcher,24410,2025,5690,0.528647,0
pitcher,24411,2024,271,0.505535,0
pitcher,24411,2025,1223,0.514309,0
pitcher,24412,2024,83,0.457831,0
pitcher,24420,2025,84,0.464286,0
pitcher,24423,2024,1955,0.480818,1
pitcher,24424,2024,814,0.520885,1
pitcher,24425,2024,172,0.47093,0
pitcher,24425,2025,198,0.464646,0
pitcher,24433,2025,41,0.634146,1
pitcher,24434,2024,133,0.428571,0
pitcher,24434,2025,341,0.439883,1
pitcher,24440,2024,2245,0.499332,1
pitcher,24444,2024,1106,0.51085,1
pitcher,24444,2025,2244,0.495098,0
pitcher,24446,2024,21,0.714286,1
pitcher,24446,2025,105,0.657143,1
pitcher,24447,2024,905,0.477348,1
pitcher,24447,2025,2784,0.494971,0
pitcher,24449,2024,32,0.3125,1
pitcher,24450,2024,38,0.526316,0
pitcher,24450,2025,59,0.491525,0
pitcher,24451,2024,17,0.470588,1
pitcher,24452,2024,39,0.384615,1
pitcher,24452,2025,166,0.409639,1
pitcher,24459,2024,2124,0.510358,1
pitcher,24459,2025,3084,0.5107,1
pitcher,24460,2024,2122,0.512724,1
pitcher,24460,2025,4161,0.52223,1
pitcher,24461,2024,1088,0.519301,1
pitcher,24463,2024,1070,0.508411,0
pitcher,24465,2024,1295,0.594595,1
pitcher,24465,2025,4419,0.601041,1
pitcher,24467,2024,1011,0.526212,1
pitcher,24469,2025,618,0.478964,0
pitcher,24477,2025,31,0.516129,1
pitcher,24478,2025,77,0.454545,0
pitcher,24482,2025,424,0.419811,1
pitcher,24483,2025,2905,0.571084,1
pitcher,24484,2025,856,0.462617,1
pitcher,24485,2025,836,0.532297,1
pitcher,24486,2025,141,0.361702,1
pitcher,24487,2025,362,0.497238,1
pitcher,24488,2025,855,0.450292,0
pitcher,24494,2025,456,0.611842,1
pitcher,24498,2025,106,0.415094,1
pitcher,24499,2025,245,0.559184,0
pitcher,24502,2025,180,0.472222,1
pitcher,24508,2025,1782,0.51908,1
pitcher,24509,2025,2464,0.533685,0
pitcher,24512,2025,749,0.40721,1
pitcher,24515,2025,154,0.415584,1
pitcher,24516,2025,131,0.328244,0
pitcher,24518,2025,86,0.5,1
pitcher,24525,2025,111,0.522523,1
pitcher,24527,2025,1237,0.463217,0
pitcher,24531,2025,118,0.440678,0
pitcher,24533,2025,136,0.470588,0
pitcher,24535,2025,44,0.409091,1
pitcher,24537,2025,354,0.497175,1
pitcher,24540,2025,2428,0.560132,1
pitcher,24541,2025,2603,0.453323,1
pitcher,24544,2025,1411,0.418143,1
pitcher,24546,2025,881,0.438138,1
pitcher,24552,2025,84,0.52381,1
pitcher,24557,2025,12,0.5,0
pitcher,24559,2025,709,0.54866,0
pitcher,24560,2025,2397,0.500209,1
pitcher,24564,2025,32,0.375,1
pitcher,24565,2025,49,0.306122,0
pitcher,24566,2025,105,0.457143,1
pitcher,24568,2025,1310,0.509924,1
pitcher,24570,2025,2831,0.502649,1
pitcher,24571,2025,674,0.470326,0
pitcher,24572,2025,347,0.386167,0
pitcher,24573,2025,596,0.432886,0
pitcher,24577,2025,93,0.451613,1
pitcher,24579,2025,219,0.401826,1
pitcher,24580,2025,98,0.357143,1
pitcher,24585,2025,19,0.263158,1
pitcher,24587,2025,19,0.421053,1
pitcher,24591,2025,30,0.666667,1
pitcher,24596,2025,124,0.548387,0
pitcher,24597,2025,18,0.388889,0
pitcher,24598,2025,68,0.323529,1
pitcher,24602,2025,40,0.5,1
pitcher,24604,2025,2598,0.602002,1
pitcher,24605,2025,23,0.0869565,1
pitcher,24607,2025,1247,0.489174,0
pitcher,24608,2025,765,0.44183,0
pitcher,24609,2025,35,0.6,0
pitcher,24618,2025,8,0.75,0
pitcher,24619,2025,2028,0.429487,1
pitcher,24621,2025,26,0.307692,0
pitcher,24622,2025,1052,0.468631,1
pitcher,24623,2025,1601,0.492192,1
pitcher,24624,2025,747,0.472557,0
pitcher,24625,2025,96,0.427083,1
pitcher,24626,2025,1462,0.417921,1
pitcher,24627,2025,1066,0.49531,0
pitcher,24629,2025,791,0.500632,0
pitcher,24631,2025,607,0.433278,0
pitcher,24633,2025,326,0.417178,1
batter,20889,2020,302,0.427152,1
batter,20889,2021,646,0.441176,0
batter,20889,2022,900,0.467778,1
batter,20946,2020,1228,0.575733,0
batter,20946,2021,1284,0.571651,1
batter,20984,2020,99,0.59596,1
batter,21131,2020,340,0.5,0
batter,21143,2020,1970,0.581218,0
batter,21143,2021,2981,0.563234,0
batter,21170,2020,1817,0.564667,1
batter,21170,2021,3031,0.551633,1
batter,21170,2022,4077,0.541575,1
batter,21170,2023,4825,0.534508,1
batter,21170,2024,5526,0.529135,1
batter,21170,2025,5881,0.525931,1
batter,21174,2020,236,0.648305,1
batter,21174,2021,575,0.610435,0
batter,21174,2022,598,0.615385,1
batter,21241,2020,803,0.483188,1
batter,21241,2021,1696,0.487618,1
batter,21278,2020,172,0.656977,1
batter,21278,2021,266,0.616541,0
batter,21278,2022,598,0.555184,0
batter,21278,2024,614,0.557003,1
batter,21278,2025,659,0.552352,0
batter,21286,2020,2255,0.556984,1
batter,21286,2021,4731,0.55929,1
batter,21286,2022,6516,0.55264,1
batter,21286,2023,8761,0.544801,0
batter,21286,2024,10806,0.537202,1
batter,21286,2025,12788,0.526744,0
batter,21288,2020,121,0.578512,1
batter,21381,2020,267,0.588015,1
batter,21398,2020,1926,0.570613,0
batter,21398,2021,3614,0.55036,1
batter,21398,2022,4785,0.539603,0
batter,21398,2023,5686,0.528667,1
batter,21398,2024,6658,0.52283,0
batter,21398,2025,6669,0.522867,1
batter,21400,2020,1811,0.52899,0
batter,21400,2021,2749,0.53474,1
batter,21400,2022,3320,0.533434,1
batter,21401,2020,114,0.508772,1
batter,21448,2020,931,0.588614,1
batter,21448,2021,1815,0.564738,0
batter,21448,2022,1941,0.564142,1
batter,21458,2021,259,0.517375,1
batter,21461,2020,657,0.546423,0
batter,21461,2021,1229,0.534581,1
batter,21461,2022,1416,0.54096,1
batter,21511,2020,547,0.548446,1
batter,21520,2021,2071,0.53549,0
batter,21520,2022,4391,0.514917,0
batter,21520,2023,5836,0.506511,0
batter,21520,2024,6557,0.505109,1
batter,21520,2025,7458,0.499732,0
batter,21577,2020,142,0.492958,1
batter,21600,2020,602,0.524917,1
batter,21600,2021,1628,0.516585,0
batter,21616,2020,1816,0.552863,1
batter,21616,2021,3636,0.545655,1
batter,21616,2022,4619,0.535614,1
batter,21616,2023,5647,0.533026,1
batter,21616,2024,6839,0.530048,0
batter,21616,2025,7471,0.52764,1
batter,21617,2020,628,0.589172,1
batter,21617,2021,964,0.565353,1
batter,21627,2020,1537,0.573845,1
batter,21627,2021,3042,0.558843,1
batter,21627,2022,4715,0.541676,1
batter,21627,2023,6341,0.536193,0
batter,21627,2024,8141,0.526594,0
batter,21627,2025,9707,0.517256,1
batter,21660,2020,1970,0.535025,0
batter,21660,2021,3992,0.53983,1
batter,21660,2022,5915,0.528994,1
batter,21660,2023,8063,0.529207,0
batter,21660,2024,9585,0.525822,0
batter,21660,2025,10903,0.523342,1
batter,21693,2020,1097,0.556974,1
batter,21693,2021,1714,0.521587,0
batter,21696,2020,2332,0.55446,1
batter,21696,2021,4515,0.53732,0
batter,21696,2022,6747,0.52942,1
batter,21696,2023,8734,0.5237,0
batter,21696,2024,10874,0.520048,1
batter,21696,2025,12998,0.517003,0
batter,21708,2020,1514,0.583223,0
batter,21708,2021,2306,0.562879,1
batter,21708,2022,3033,0.560171,1
batter,21737,2020,1848,0.55303,1
batter,21737,2021,3757,0.531541,1
batter,21737,2022,5655,0.525022,0
batter,21737,2023,6991,0.521099,0
batter,21737,2024,8327,0.516993,0
batter,21737,2025,8748,0.517147,1
batter,21786,2020,180,0.65,1
batter,21786,2021,196,0.637755,0
batter,21818,2020,1716,0.577506,1
batter,21818,2021,3609,0.561097,1
batter,21818,2022,5749,0.546182,1
batter,21818,2023,7601,0.537956,0
batter,21818,2024,9504,0.53346,1
batter,21818,2025,11302,0.527517,1
batter,21821,2020,1333,0.525131,0
batter,21821,2021,3742,0.533939,1
batter,21821,2022,5815,0.522786,1
batter,21821,2023,7219,0.517523,1
batter,21821,2024,9263,0.510634,0
batter,21821,2025,11486,0.503918,1
batter,21822,2020,1511,0.555261,1
batter,21822,2021,2742,0.528446,1
batter,21822,2022,2944,0.530231,0
batter,21831,2020,1791,0.577889,0
batter,21831,2021,2728,0.568915,1
batter,21831,2022,3940,0.553046,0
batter,21831,2023,4899,0.546234,1
batter,21831,2024,5082,0.545848,1
batter,21831,2025,5576,0.544476,1
batter,21834,2020,1637,0.563836,1
batter,21834,2021,2914,0.553191,1
batter,21834,2022,3912,0.540644,0
batter,21834,2023,5157,0.537134,0
batter,21834,2024,6446,0.52901,0
batter,21834,2025,7131,0.524891,0
batter,21835,2020,176,0.551136,1
batter,21835,2021,311,0.585209,1
batter,21837,2020,2094,0.561605,1
batter,21837,2021,4226,0.540227,1
batter,21837,2022,5202,0.534794,1
batter,21837,2023,6492,0.526494,1
batter,21837,2024,6678,0.527254,0
batter,21837,2025,6834,0.523705,0
batter,21848,2020,176,0.613636,1
batter,21848,2021,192,0.625,1
batter,21848,2022,277,0.592058,1
batter,21848,2023,332,0.590361,0
batter,21851,2020,1648,0.548544,0
batter,21851,2021,2713,0.542204,1
batter,21865,2020,457,0.603939,1
batter,21865,2021,642,0.58567,1
batter,21892,2020,119,0.621849,1
batter,21892,2021,971,0.542739,1
batter,21892,2022,1171,0.542272,1
batter,21945,2020,342,0.590643,1
batter,21945,2021,586,0.56314,1
batter,21945,2022,1064,0.554511,0
batter,21945,2023,1429,0.529041,1
batter,21945,2024,1928,0.529564,1
batter,21945,2025,2370,0.533333,1
batter,21947,2020,822,0.541363,1
batter,21947,2021,1561,0.518898,0
batter,21947,2022,1914,0.53396,1
batter,21947,2023,2029,0.538196,0
batter,21968,2020,1701,0.491476,1
batter,21968,2021,3124,0.488156,0
batter,21968,2022,4993,0.501302,1
batter,21968,2023,5584,0.493195,1
batter,21968,2024,6894,0.493618,1
batter,21968,2025,7293,0.494447,0
batter,21980,2020,660,0.536364,0
batter,21980,2021,1380,0.548551,0
batter,21990,2020,1654,0.601572,1
batter,21990,2021,3387,0.571597,0
batter,21990,2022,5216,0.550805,0
batter,21990,2023,6918,0.542209,0
batter,21990,2024,8707,0.534742,1
batter,21990,2025,10728,0.525354,0
batter,21992,2020,2199,0.565712,1
batter,21992,2021,4541,0.531601,1
batter,21992,2022,6792,0.531655,0
batter,21992,2023,8642,0.526846,0
batter,21992,2024,10752,0.524368,1
batter,21992,2025,12608,0.520622,1
batter,21996,2020,1799,0.467482,1
batter,21996,2021,3084,0.464981,0
batter,21996,2022,4458,0.483849,1
batter,21996,2023,5108,0.501762,1
batter,21996,2024,6666,0.49865,1
batter,21996,2025,7233,0.496336,0
batter,21999,2020,157,0.573248,1
batter,21999,2021,612,0.560458,0
batter,21999,2022,1598,0.538798,1
batter,21999,2023,2462,0.533306,0
batter,21999,2024,3650,0.527397,0
batter,21999,2025,4558,0.519087,0
batter,22002,2020,302,0.629139,0
batter,22006,2020,1396,0.565186,0
batter,22006,2021,1944,0.564815,1
batter,22006,2022,1971,0.563166,0
batter,22013,2020,2046,0.525415,1
batter,22013,2021,4449,0.528658,0
batter,22013,2022,6729,0.51553,0
batter,22013,2023,8776,0.511395,1
batter,22013,2024,10724,0.512309,0
batter,22013,2025,12954,0.506021,1
batter,22016,2020,814,0.461916,1
batter,22016,2021,1091,0.449129,1
batter,22016,2022,1258,0.448331,1
batter,22021,2020,615,0.639024,1
batter,22021,2021,2847,0.559536,1
batter,22021,2022,3283,0.557112,1
batter,22021,2023,3313,0.558708,1
batter,22025,2020,220,0.55,0
batter,22025,2021,651,0.533026,1
batter,22025,2022,1124,0.516014,1
batter,22025,2023,1234,0.524311,1
batter,22026,2020,1651,0.569958,1
batter,22026,2021,3069,0.555881,1
batter,22026,2022,5238,0.548874,0
batter,22026,2023,7565,0.537872,1
batter,22026,2024,9324,0.529279,0
batter,22026,2025,11098,0.520995,0
batter,22038,2020,1775,0.538028,1
batter,22038,2021,2611,0.53198,1
batter,22038,2022,2857,0.535177,1
batter,22038,2023,4115,0.522479,1
batter,22038,2024,4988,0.52065,1
batter,22038,2025,5094,0.520416,0
batter,22064,2020,94,0.62766,0
batter,22066,2020,2242,0.542373,1
batter,22066,2021,4507,0.536943,0
batter,22066,2022,6738,0.533838,1
batter,22066,2023,9143,0.521929,0
batter,22066,2024,11429,0.515793,0
batter,22066,2025,12780,0.511659,1
batter,22101,2020,208,0.408654,0
batter,22102,2020,1896,0.480485,0
batter,22102,2021,3773,0.484495,1
batter,22102,2022,5540,0.490614,1
batter,22102,2023,7493,0.488056,0
batter,22102,2024,9763,0.495749,0
batter,22102,2025,11661,0.494898,1
batter,22103,2020,2245,0.459688,1
batter,22103,2021,4679,0.470827,0
batter,22103,2022,6748,0.482513,1
batter,22103,2023,9074,0.481265,0
batter,22103,2024,11107,0.490862,0
batter,22103,2025,12886,0.496818,0
batter,22104,2020,273,0.648352,1
batter,22104,2021,294,0.636054,0
batter,22104,2022,318,0.641509,1
batter,22106,2020,1783,0.515423,1
batter,22106,2021,3209,0.497663,1
batter,22106,2022,4205,0.505826,1
batter,22106,2023,4879,0.529207,1
batter,22106,2024,5371,0.531186,0
batter,22109,2020,1454,0.589409,1
batter,22109,2021,3173,0.571699,1
batter,22109,2022,5136,0.554712,1
batter,22109,2023,7302,0.54218,1
batter,22109,2024,9259,0.531159,1
batter,22109,2025,11346,0.52177,1
batter,22126,2020,1886,0.538176,1
batter,22126,2021,3567,0.547799,1
batter,22126,2022,5516,0.536621,0
batter,22126,2023,7406,0.527815,1
batter,22126,2024,9185,0.52847,0
batter,22126,2025,10966,0.524348,0
batter,22127,2020,2057,0.559067,1
batter,22127,2021,4113,0.544858,0
batter,22127,2022,6083,0.534605,0
batter,22127,2023,7879,0.52824,1
batter,22127,2024,9912,0.517252,1
batter,22127,2025,11252,0.515819,1
batter,22130,2020,2039,0.522805,0
batter,22130,2021,4183,0.530241,0
batter,22130,2022,5529,0.525773,1
batter,22130,2023,7268,0.520638,0
batter,22130,2024,9730,0.515211,1
batter,22130,2025,12229,0.504538,1
batter,22132,2020,75,0.52,1
batter,22133,2020,2146,0.547064,0
batter,22133,2021,4101,0.548891,1
batter,22133,2022,6069,0.539957,0
batter,22133,2023,7146,0.537224,1
batter,22133,2024,9298,0.527425,1
batter,22133,2025,10935,0.521445,1
batter,22137,2020,393,0.572519,0
batter,22144,2020,1667,0.581884,0
batter,22144,2021,1787,0.582541,1
batter,22144,2022,1820,0.583516,1
batter,22146,2020,1370,0.570803,1
batter,22146,2021,2846,0.52565,1
batter,22146,2022,4801,0.519059,0
batter,22146,2023,6633,0.51681,1
batter,22146,2024,8478,0.520288,1
batter,22146,2025,10523,0.52352,1
batter,22148,2020,216,0.597222,0
batter,22160,2020,517,0.576402,1
batter,22160,2021,723,0.554633,1
batter,22182,2020,1187,0.603201,1
batter,22182,2021,2171,0.577614,0
batter,22182,2022,3075,0.556098,1
batter,22182,2023,4595,0.537541,1
batter,22182,2024,5425,0.531244,0
batter,22182,2025,6823,0.524403,0
batter,22208,2020,180,0.566667,1
batter,22208,2021,706,0.538244,1
batter,22208,2022,934,0.535332,1
batter,22208,2023,990,0.539394,1
batter,22221,2020,116,0.568966,1
batter,22225,2020,122,0.688525,1
batter,22238,2020,85,0.552941,0
batter,22245,2020,1447,0.572218,1
batter,22245,2021,2378,0.568966,1
batter,22245,2022,3343,0.550105,0
batter,22245,2023,4394,0.538917,1
batter,22245,2024,5514,0.52811,1
batter,22245,2025,6674,0.519479,1
batter,22258,2020,62,0.66129,0
batter,22258,2021,122,0.598361,0
batter,22269,2020,968,0.596074,0
batter,22269,2021,3013,0.533355,0
batter,22269,2022,5359,0.523978,1
batter,22269,2023,6756,0.524719,0
batter,22269,2024,7701,0.519283,1
batter,22269,2025,9003,0.512385,1
batter,22281,2020,876,0.674658,1
batter,22283,2020,1823,0.487658,1
batter,22283,2021,3543,0.480384,0
batter,22283,2022,5305,0.48935,1
batter,22283,2023,7154,0.482667,0
batter,22283,2024,8717,0.482276,0
batter,22283,2025,9314,0.484003,0
batter,22284,2020,113,0.548673,0
batter,22287,2020,2333,0.467638,1
batter,22287,2021,3830,0.477023,1
batter,22287,2022,4926,0.48579,1
batter,22287,2023,5451,0.502293,0
batter,22287,2024,5461,0.502106,0
batter,22288,2020,1020,0.6,1
batter,22288,2021,1442,0.573509,1
batter,22288,2022,1768,0.572398,0
batter,22288,2023,2125,0.559529,0
batter,22315,2020,1822,0.558727,1
batter,22315,2021,2928,0.554986,0
batter,22315,2022,4463,0.539547,1
batter,22315,2023,5322,0.530628,1
batter,22315,2024,5335,0.530834,0
batter,22315,2025,6618,0.516924,0
batter,22322,2022,46,0.565217,1
batter,22323,2020,1849,0.563007,1
batter,22323,2021,2934,0.556578,1
batter,22323,2022,3728,0.541041,1
batter,22323,2023,4174,0.540968,0
batter,22323,2024,5231,0.531829,1
batter,22323,2025,5390,0.53154,0
batter,22332,2020,573,0.575916,0
batter,22332,2021,1610,0.540994,1
batter,22332,2022,1777,0.537423,1
batter,22333,2020,113,0.672566,1
batter,22333,2021,792,0.537879,0
batter,22333,2022,1093,0.564501,1
batter,22333,2023,1352,0.571006,1
batter,22344,2020,334,0.60479,1
batter,22344,2021,570,0.563158,1
batter,22345,2020,429,0.547786,0
batter,22345,2021,1658,0.527744,0
batter,22345,2022,2347,0.536003,0
batter,22353,2020,651,0.529954,1
batter,22353,2021,1018,0.546169,0
batter,22374,2020,679,0.653903,1
batter,22379,2020,57,0.596491,0
batter,22379,2021,1068,0.535581,1
batter,22379,2022,3364,0.515458,0
batter,22379,2023,5220,0.515709,0
batter,22379,2024,5410,0.514233,1
batter,22379,2025,5927,0.516956,0
batter,22382,2020,616,0.616883,1
batter,22382,2021,753,0.605578,1
batter,22392,2020,410,0.54878,1
batter,22392,2021,614,0.561889,0
batter,22392,2022,679,0.552283,1
batter,22394,2020,937,0.563501,1
batter,22394,2021,1466,0.547749,0
batter,22396,2021,72,0.583333,1
batter,22396,2022,320,0.575,1
batter,22396,2023,659,0.526555,1
batter,22396,2024,729,0.521262,0
batter,22396,2025,1847,0.510016,1
batter,22410,2020,1921,0.544508,0
batter,22410,2021,3964,0.541625,1
batter,22410,2022,6373,0.524714,0
batter,22410,2023,8047,0.523549,0
batter,22410,2024,10143,0.520753,1
batter,22410,2025,12303,0.511664,1
batter,22416,2020,54,0.666667,0
batter,22420,2020,1543,0.574854,0
batter,22420,2021,2015,0.562779,0
batter,22420,2022,2855,0.545009,0
batter,22420,2023,3384,0.541962,0
batter,22420,2024,3717,0.539683,1
batter,22420,2025,4280,0.531776,0
batter,22424,2020,455,0.56044,0
batter,22424,2021,1957,0.538579,1
batter,22424,2022,2590,0.537452,1
batter,22424,2023,3731,0.537925,0
batter,22424,2024,4288,0.532649,1
batter,22424,2025,4459,0.528594,1
batter,22425,2021,15,0.733333,1
batter,22429,2020,1110,0.524324,0
batter,22429,2021,1299,0.52117,0
batter,22429,2022,2486,0.526549,0
batter,22429,2023,4366,0.516949,0
batter,22429,2024,6355,0.523839,0
batter,22429,2025,7712,0.513226,1
batter,22430,2020,1907,0.513896,1
batter,22430,2021,3487,0.524806,1
batter,22430,2022,4573,0.516073,1
batter,22430,2023,6139,0.519791,1
batter,22430,2024,7219,0.511705,1
batter,22430,2025,7897,0.512726,0
batter,22432,2020,743,0.569314,1
batter,22432,2021,2562,0.554645,1
batter,22432,2022,2923,0.552172,1
batter,22435,2025,4,0.25,1
batter,22436,2020,508,0.515748,0
batter,22436,2021,1413,0.517339,1
batter,22436,2022,2678,0.507468,1
batter,22436,2023,3718,0.511027,1
batter,22436,2024,4946,0.505257,1
batter,22436,2025,5538,0.499639,1
batter,22439,2020,76,0.644737,1
batter,22439,2021,107,0.616822,1
batter,22439,2022,193,0.528497,1
batter,22439,2023,216,0.541667,1
batter,22442,2020,553,0.54792,1
batter,22442,2021,1206,0.54063,1
batter,22442,2022,1622,0.551171,1
batter,22442,2023,1823,0.55458,1
batter,22442,2024,2172,0.536832,0
batter,22442,2025,2757,0.519405,0
batter,22443,2020,2007,0.541106,0
batter,22443,2021,2985,0.530318,0
batter,22443,2022,5084,0.52498,1
batter,22443,2023,7288,0.513447,0
batter,22443,2024,8853,0.509771,0
batter,22443,2025,11052,0.508415,0
batter,22454,2020,244,0.52459,0
batter,22455,2020,1836,0.5561,0
batter,22455,2021,3342,0.563136,0
batter,22455,2022,5288,0.550113,0
batter,22455,2023,7102,0.538158,0
batter,22455,2024,8871,0.531282,0
batter,22455,2025,10326,0.525276,0
batter,22460,2020,194,0.546392,1
batter,22468,2020,167,0.640719,1
batter,22468,2022,1454,0.552957,1
batter,22468,2023,3150,0.530159,1
batter,22468,2024,4980,0.514458,0
batter,22468,2025,7123,0.504984,1
batter,22499,2021,69,0.594203,0
batter,22500,2020,1810,0.518232,1
batter,22500,2021,4173,0.522406,1
batter,22500,2022,6594,0.523355,1
batter,22500,2023,7806,0.518832,1
batter,22500,2024,8797,0.515971,1
batter,22500,2025,9837,0.514893,0
batter,22502,2020,791,0.558786,1
batter,22502,2021,1817,0.56907,0
batter,22502,2022,2275,0.566593,0
batter,22502,2023,2433,0.560214,1
batter,22514,2020,231,0.52381,0
batter,22514,2021,604,0.551325,1
batter,22514,2022,679,0.556701,1
batter,22514,2024,728,0.554945,1
batter,22521,2020,194,0.551546,1
batter,22521,2021,347,0.564841,1
batter,22521,2022,1154,0.535529,1
batter,22521,2023,1552,0.530284,0
batter,22521,2024,2155,0.513689,1
batter,22521,2025,2240,0.515625,1
batter,22522,2020,339,0.530973,1
batter,22522,2021,908,0.557269,0
batter,22522,2022,2530,0.522925,0
batter,22522,2023,3751,0.522794,0
batter,22522,2024,4222,0.519185,1
batter,22522,2025,4310,0.52181,1
batter,22523,2020,749,0.534045,0
batter,22523,2021,987,0.530902,1
batter,22523,2022,1470,0.528571,0
batter,22523,2023,2009,0.52663,0
batter,22523,2024,3538,0.516111,1
batter,22523,2025,5336,0.511807,1
batter,22542,2020,1197,0.585631,0
batter,22542,2021,2288,0.555507,1
batter,22542,2022,3236,0.537392,1
batter,22542,2023,3683,0.530817,1
batter,22542,2024,4108,0.529211,1
batter,22542,2025,4185,0.52736,1
batter,22553,2021,380,0.539474,0
batter,22553,2022,626,0.531949,1
batter,22571,2020,149,0.543624,1
batter,22571,2021,632,0.511076,1
batter,22574,2020,16,0.625,1
batter,22574,2021,87,0.62069,1
batter,22574,2022,251,0.52988,0
batter,22574,2023,339,0.557522,0
batter,22576,2020,252,0.615079,1
batter,22576,2021,759,0.552042,0
batter,22576,2022,1321,0.535201,0
batter,22605,2020,1520,0.5375,1
batter,22605,2021,3416,0.542447,0
batter,22605,2022,4992,0.539062,0
batter,22605,2023,6770,0.525406,0
batter,22605,2024,8343,0.521515,0
batter,22605,2025,8986,0.52081,1
batter,22606,2020,1964,0.539206,1
batter,22606,2021,4046,0.541275,0
batter,22606,2022,4879,0.542324,0
batter,22606,2023,6655,0.529677,0
batter,22606,2024,8586,0.522595,0
batter,22606,2025,10658,0.517921,1
