player_mapping_key,role,season,game_type,train_team_id,train_player_id,trackman_team_name,current_trackman_player_id,player_mapping_status,player_mapping_status_ko,mapping_basis,team_mapping_status,strict_representative_trackman_player_id,strict_exact_candidates,strict_exact_candidate_count,strict_reverse_train_player_count,strict_exact_top_rows,strict_exact_top_games,strict_exact_total_rows,strict_exact_total_games,strict_exact_purity,global_representative_trackman_player_id,global_exact_candidates,global_exact_candidate_count,global_reverse_train_player_count,global_exact_top_rows,global_exact_top_games,global_exact_total_rows,global_exact_total_games,global_exact_purity,global_exact_strict_contexts,final_observed_trackman_player_candidates,final_linked_role_observations,final_linked_games,final_confirmed_id_matches,final_confirmed_id_mismatches,train_role_observations,train_games
4997,pitcher,2022,F,13,23852,MIN_LGT,50126,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,50126,50126:4167rows/53games,1,1,4167,53,4167,53,1.0,6,50126:88rows/1games,88,1,88,0,236,3
4998,pitcher,2022,F,13,23853,MIN_LGT,50157,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,50157,MIN_LGT/50157:68rows/1games,1,1,68,1,68,1,1.0,50157,50157:3566rows/68games,1,1,3566,68,3566,68,1.0,7,50157:68rows/1games,68,1,68,0,68,1
4999,pitcher,2022,F,13,23857,MIN_LGT,50106,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,50106,MIN_LGT/50106:12rows/1games,1,1,12,1,12,1,1.0,50106,50106:1432rows/79games,1,1,1432,79,1432,79,1.0,4,50106:256rows/9games,256,9,256,0,346,12
5000,pitcher,2022,F,13,23860,MIN_LGT,50109,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,50109,50109:527rows/24games,1,1,527,24,527,24,1.0,4,50109:15rows/1games,15,1,15,0,60,2
5001,pitcher,2022,F,13,24015,MIN_LGT,51104,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,51104,MIN_LGT/51104:18rows/1games,1,1,18,1,18,1,1.0,51104,51104:18rows/1games,1,1,18,1,18,1,1.0,1,51104:18rows/1games,18,1,18,0,18,1
5002,pitcher,2022,F,13,24018,MIN_LGT,51111,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,51111,MIN_LGT/51111:85rows/1games,1,1,85,1,85,1,1.0,51111,51111:667rows/13games,1,1,667,13,667,13,1.0,5,51111:787rows/19games,787,19,787,0,1157,26
5003,pitcher,2022,F,13,24020,MIN_LGT,51143,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,51143,51143:931rows/13games,1,1,931,13,931,13,1.0,5,51143:487rows/6games,487,6,487,0,590,8
5004,pitcher,2022,F,13,24152,MIN_LGT,52149,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,52149,MIN_LGT/52149:192rows/4games,1,1,192,4,192,4,1.0,52149,52149:458rows/9games,1,1,458,9,458,9,1.0,3,52149:455rows/8games,455,8,455,0,703,12
5005,pitcher,2022,F,13,24153,MIN_LGT,52140,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,52140,52140:12rows/1games,1,1,12,1,12,1,1.0,1,52140:92rows/6games,92,6,92,0,143,8
5006,pitcher,2022,F,13,24154,MIN_LGT,52163,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,52163,MIN_LGT/52163:13rows/1games,1,1,13,1,13,1,1.0,52163,52163:13rows/1games,1,1,13,1,13,1,1.0,1,52163:92rows/6games,92,6,92,0,191,11
5007,pitcher,2022,F,13,24156,MIN_LGT,52168,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,52168,52168:44rows/1games,1,1,44,1,44,1,1.0,1,,0,0,0,0,38,1
5008,pitcher,2022,F,13,24157,MIN_LGT,52119,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,52119,MIN_LGT/52119:48rows/3games,1,1,48,3,48,3,1.0,52119,52119:110rows/8games,1,1,110,8,110,8,1.0,4,52119:311rows/17games,311,17,311,0,433,24
5009,pitcher,2022,F,13,24161,MIN_LGT,52123,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,52123,52123:54rows/3games,1,1,54,3,54,3,1.0,1,52123:101rows/4games,101,4,101,0,171,7
5010,pitcher,2022,F,14,21998,MIN_HER,78148,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,78148,78148:4134rows/63games,1,1,4134,63,4134,63,1.0,9,78148:25rows/1games,25,1,25,0,27,1
5011,pitcher,2022,F,14,22651,MIN_HER,64350,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,64350,64350:2606rows/71games,1,1,2606,71,2606,71,1.0,3,,0,0,0,0,25,1
5012,pitcher,2022,F,14,22785,MIN_HER,65392,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,65392,65392:412rows/8games,1,1,412,8,412,8,1.0,3,65392:40rows/3games,40,3,40,0,41,3
5013,pitcher,2022,F,14,22867,MIN_HER,66305,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,66305,66305:1065rows/49games,1,1,1065,49,1065,49,1.0,8,66305:24rows/2games,24,2,24,0,83,6
5014,pitcher,2022,F,14,22870,MIN_HER,65348,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,65348,65348:73rows/5games,1,1,73,5,73,5,1.0,3,65348:9rows/1games,9,1,9,0,82,4
5015,pitcher,2022,F,14,22890,MIN_HER,65320,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,65320,65320:7497rows/88games,1,1,7497,88,7497,88,1.0,8,,0,0,0,0,78,1
5016,pitcher,2022,F,14,23284,MIN_HER,67365,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,67365,67365:572rows/34games,1,1,572,34,572,34,1.0,7,67365:12rows/1games,12,1,12,0,12,1
5017,pitcher,2022,F,14,23286,MIN_HER,67360,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,67360,67360:97rows/4games,1,1,97,4,97,4,1.0,2,67360:12rows/1games,12,1,12,0,109,5
5018,pitcher,2022,F,14,23289,MIN_HER,64051,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,64051,64051:1121rows/69games,1,1,1121,69,1121,69,1.0,5,,0,0,0,0,80,6
5019,pitcher,2022,F,14,23437,MIN_HER,,unresolved_global_conflict,엄격 키 근거 없음·전역 선수 매핑 충돌,,consistent_final_only,,,0,0,0,0,0,0,,66018,66018:2772rows/84games;586512:43rows/1games,2,1,2772,84,2815,85,0.9847246891651865,7,66018:73rows/1games,73,1,0,0,200,3
5020,pitcher,2022,F,14,23439,MIN_HER,61268,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,61268,61268:2280rows/126games,1,1,2280,126,2280,126,1.0,6,,0,0,0,0,94,4
5021,pitcher,2022,F,14,23747,MIN_HER,69328,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,69328,69328:360rows/17games,1,1,360,17,360,17,1.0,4,69328:47rows/2games,47,2,47,0,129,5
5022,pitcher,2022,F,14,23748,MIN_HER,69399,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,69399,69399:630rows/29games,1,1,630,29,630,29,1.0,6,69399:152rows/2games,152,2,152,0,281,4
5023,pitcher,2022,F,14,23977,MIN_HER,50354,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,50354,50354:888rows/20games,1,1,888,20,888,20,1.0,6,50354:52rows/1games,52,1,52,0,196,4
5024,pitcher,2022,F,14,23979,MIN_HER,50360,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,50360,50360:1971rows/72games,1,1,1971,72,1971,72,1.0,7,50360:49rows/2games,49,2,49,0,80,3
5025,pitcher,2022,F,14,23982,MIN_HER,50393,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,50393,50393:563rows/31games,1,1,563,31,563,31,1.0,5,50393:1rows/1games,1,1,1,0,1,1
5026,pitcher,2022,F,14,23983,MIN_HER,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,consistent_final_only,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,,0,0,0,0,2,1
5027,pitcher,2022,F,14,23985,MIN_HER,50397,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,50397,50397:101rows/4games,1,1,101,4,101,4,1.0,3,50397:35rows/2games,35,2,35,0,108,6
5028,pitcher,2022,F,14,24086,MIN_HER,51359,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,51359,51359:1387rows/34games,1,1,1387,34,1387,34,1.0,3,51359:108rows/2games,108,2,108,0,123,2
5029,pitcher,2022,F,14,24088,MIN_HER,51393,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,51393,51393:439rows/22games,1,1,439,22,439,22,1.0,4,,0,0,0,0,33,2
5030,pitcher,2022,F,14,24089,MIN_HER,51301,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,51301,51301:1008rows/62games,1,1,1008,62,1008,62,1.0,3,,0,0,0,0,50,4
5031,pitcher,2022,F,14,24094,MIN_HER,51306,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,51306,51306:105rows/2games,1,1,105,2,105,2,1.0,1,,0,0,0,0,140,2
5032,pitcher,2022,F,14,24178,MIN_HER,52330,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,52330,52330:905rows/48games,1,1,905,48,905,48,1.0,3,52330:46rows/1games,46,1,46,0,261,4
5033,pitcher,2022,F,14,24179,MIN_HER,52394,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,52394,52394:53rows/3games,1,1,53,3,53,3,1.0,1,52394:70rows/2games,70,2,70,0,173,6
5034,pitcher,2022,F,14,24183,MIN_HER,52395,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,52395,52395:603rows/22games,1,1,603,22,603,22,1.0,3,52395:14rows/1games,14,1,14,0,24,2
5035,pitcher,2022,F,14,24185,MIN_HER,52397,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,52397,52397:952rows/47games,1,1,952,47,952,47,1.0,4,,0,0,0,0,85,4
5036,pitcher,2022,F,15,22583,MIN_LOT,78536,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,78536,78536:815rows/45games,1,1,815,45,815,45,1.0,3,78536:18rows/2games,18,2,18,0,35,3
5037,pitcher,2022,F,15,22742,MIN_LOT,65067,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,65067,65067:74rows/5games,1,1,74,5,74,5,1.0,2,65067:15rows/1games,15,1,15,0,24,1
5038,pitcher,2022,F,15,22901,MIN_LOT,65522,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,65522,65522:382rows/16games,1,1,382,16,382,16,1.0,3,65522:30rows/1games,30,1,30,0,32,1
5039,pitcher,2022,F,15,22904,MIN_LOT,66556,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,66556,66556:37rows/1games,1,1,37,1,37,1,1.0,1,,0,0,0,0,76,1
5040,pitcher,2022,F,15,22925,MIN_LOT,64718,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,64718,64718:1092rows/33games,1,1,1092,33,1092,33,1.0,5,64718:91rows/1games,91,1,91,0,91,1
5041,pitcher,2022,F,15,23182,MIN_LOT,62294,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,62294,62294:38rows/3games,1,1,38,3,38,3,1.0,3,62294:18rows/1games,18,1,18,0,58,2
5042,pitcher,2022,F,15,23366,MIN_LOT,67454,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,67454,67454:116rows/6games,1,1,116,6,116,6,1.0,2,,0,0,0,0,11,1
5043,pitcher,2022,F,15,23459,MIN_LOT,68585,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,68585,68585:1172rows/73games,1,1,1172,73,1172,73,1.0,5,,0,0,0,0,12,1
5044,pitcher,2022,F,15,23461,MIN_LOT,68589,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,68589,68589:160rows/6games,1,1,160,6,160,6,1.0,2,,0,0,0,0,82,1
5045,pitcher,2022,F,15,23475,MIN_LOT,68036,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,68036,68036:640rows/29games,1,1,640,29,640,29,1.0,4,68036:33rows/2games,33,2,33,0,35,2
5046,pitcher,2022,F,15,23614,MIN_LOT,65643,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,65643,65643:1344rows/85games,1,1,1344,85,1344,85,1.0,5,,0,0,0,0,15,1
5047,pitcher,2022,F,15,23884,MIN_LOT,50573,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,50573,50573:23rows/1games,1,1,23,1,23,1,1.0,1,,0,0,0,0,85,1
5048,pitcher,2022,F,15,23991,MIN_LOT,50036,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,50036,50036:377rows/20games,1,1,377,20,377,20,1.0,5,50036:17rows/2games,17,2,17,0,20,2
5049,pitcher,2022,F,15,24038,MIN_LOT,51516,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,51516,51516:1898rows/64games,1,1,1898,64,1898,64,1.0,4,51516:84rows/1games,84,1,84,0,84,1
5050,pitcher,2022,F,15,24209,MIN_LOT,52530,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,52530,52530:991rows/32games,1,1,991,32,991,32,1.0,2,52530:80rows/1games,80,1,80,0,80,1
5051,pitcher,2022,F,15,24211,MIN_LOT,52558,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,52558,52558:553rows/25games,1,1,553,25,553,25,1.0,4,52558:35rows/1games,35,1,35,0,37,1
5052,pitcher,2022,F,15,24213,MIN_LOT,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,consistent_final_only,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,,0,0,0,0,21,2
5053,pitcher,2022,F,15,24311,MIN_LOT,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,consistent_final_only,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,,0,0,0,0,35,1
5054,pitcher,2022,F,16,22414,MIN_KIA,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,consistent_final_only,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,62463:13rows/1games,13,1,0,0,17,1
5055,pitcher,2022,F,16,22899,MIN_KIA,64580,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,64580,64580:1343rows/73games,1,1,1343,73,1343,73,1.0,6,,0,0,0,0,44,1
5056,pitcher,2022,F,16,22932,MIN_KIA,66630,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,66630,66630:278rows/14games,1,1,278,14,278,14,1.0,3,,0,0,0,0,6,1
5057,pitcher,2022,F,16,23092,MIN_KIA,63894,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,63894,63894:1223rows/56games,1,1,1223,56,1223,56,1.0,5,63894:16rows/1games,16,1,16,0,18,1
5058,pitcher,2022,F,16,23293,MIN_KIA,67646,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,67646,67646:700rows/25games,1,1,700,25,700,25,1.0,4,67646:9rows/1games,9,1,9,0,31,2
5059,pitcher,2022,F,16,23302,MIN_KIA,67604,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,67604,67604:97rows/1games,1,1,97,1,97,1,1.0,1,67604:84rows/1games,84,1,84,0,95,1
5060,pitcher,2022,F,16,23305,MIN_KIA,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,consistent_final_only,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,67606:31rows/2games,31,2,0,0,52,3
5061,pitcher,2022,F,16,23496,MIN_KIA,63628,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,63628,63628:827rows/48games,1,1,827,48,827,48,1.0,5,,0,0,0,0,37,1
5062,pitcher,2022,F,16,23500,MIN_KIA,68659,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,68659,68659:621rows/17games,1,1,621,17,621,17,1.0,3,,0,0,0,0,61,1
5063,pitcher,2022,F,16,23632,MIN_KIA,63638,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,63638,63638:1049rows/70games,1,1,1049,70,1049,70,1.0,6,,0,0,0,0,38,2
5064,pitcher,2022,F,16,23648,MIN_KIA,66663,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,66663,66663:219rows/9games,1,1,219,9,219,9,1.0,2,66663:15rows/1games,15,1,15,0,15,1
5065,pitcher,2022,F,16,23653,MIN_KIA,69645,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,69645,69645:486rows/21games,1,1,486,21,486,21,1.0,6,69645:6rows/1games,6,1,6,0,27,2
5066,pitcher,2022,F,16,23660,MIN_KIA,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,consistent_final_only,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,69630:13rows/1games,13,1,0,0,40,2
5067,pitcher,2022,F,16,23695,MIN_KIA,69745,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,69745,69745:2384rows/40games,1,1,2384,40,2384,40,1.0,7,,0,0,0,0,67,1
5068,pitcher,2022,F,16,23922,MIN_KIA,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,consistent_final_only,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,50613:17rows/1games,17,1,0,0,24,1
5069,pitcher,2022,F,16,23923,MIN_KIA,50641,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,50641,50641:26rows/1games,1,1,26,1,26,1,1.0,1,,0,0,0,0,9,1
5070,pitcher,2022,F,16,23927,MIN_KIA,50650,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,50650,50650:84rows/2games,1,1,84,2,84,2,1.0,2,,0,0,0,0,49,1
5071,pitcher,2022,F,16,24118,MIN_KIA,51668,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,51668,51668:74rows/4games,1,1,74,4,74,4,1.0,1,,0,0,0,0,26,1
5072,pitcher,2022,F,16,24265,MIN_KIA,52639,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,52639,52639:720rows/41games,1,1,720,41,720,41,1.0,3,52639:31rows/2games,31,2,31,0,57,3
5073,pitcher,2022,F,16,24267,MIN_KIA,,unanchored_no_exact_evidence,exact 선수 매핑 근거 없음,,consistent_final_only,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,0,52659:3rows/1games,3,1,0,0,13,1
5074,pitcher,2022,F,16,24268,MIN_KIA,52661,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,52661,52661:73rows/2games,1,1,73,2,73,2,1.0,1,52661:52rows/1games,52,1,52,0,58,1
5075,pitcher,2022,F,16,24271,MIN_KIA,657122,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,657122,657122:166rows/2games,1,1,166,2,166,2,1.0,1,,0,0,0,0,37,1
5076,pitcher,2022,F,16,24286,MIN_KIA,52641,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,consistent_final_only,,,0,0,0,0,0,0,,52641,52641:681rows/11games,1,1,681,11,681,11,1.0,2,52641:64rows/1games,64,1,64,0,73,1
5077,pitcher,2022,F,17,22253,MIN_HAN,60140,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,60140,60140:1686rows/90games,1,1,1686,90,1686,90,1.0,10,60140:24rows/1games,24,1,24,0,26,1
5078,pitcher,2022,F,17,22280,MIN_HAN,61156,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,61156,61156:627rows/35games,1,1,627,35,627,35,1.0,7,61156:58rows/3games,58,3,58,0,90,5
5079,pitcher,2022,F,17,22541,MIN_HAN,63749,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,63749,63749:505rows/27games,1,1,505,27,505,27,1.0,7,63749:53rows/4games,53,4,53,0,91,5
5080,pitcher,2022,F,17,22575,MIN_HAN,63464,confirmed_global_exact_fallback,엄격 키 근거 없음·역할별 전역 exact 양방향 확정,exact_global_bidirectional_fallback,confirmed_exact,,,0,0,0,0,0,0,,63464,63464:2569rows/111games,1,1,2569,111,2569,111,1.0,8,63464:6rows/1games,6,1,6,0,6,1
5081,pitcher,2022,F,17,22666,MIN_HAN,64760,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,64760,MIN_HAN/64760:69rows/1games,1,1,69,1,69,1,1.0,64760,64760:640rows/27games,1,1,640,27,640,27,1.0,7,64760:92rows/2games,92,2,92,0,99,2
5082,pitcher,2022,F,17,22710,MIN_HAN,65707,confirmed_exact_strict,시즌·게임타입·팀·역할 exact 양방향 확정,exact_strict_bidirectional,confirmed_exact,65707,MIN_HAN/65707:15rows/1games,1,1,15,1,15,1,1.0,65707,65707:2029rows/117games,1,1,2029,117,2029,117,1.0,6,65707:36rows/2games,36,2,36,0,36,2
